ULCS_NO,SCHOOL_YEAR,INCIDENT_TYPE,INCIDENT_COUNT,SCHOOL_ID
"4300","2013-2014","BOMB SCARE",0,"430"
"4320","2013-2014","BULLYING",0,"432"
"4320","2013-2014","TRESPASSING",0,"432"
"4480","2013-2014","WEAPONS",0,"448"
"4530","2013-2014","THREATS",0,"453"
"4570","2013-2014","THREATS",1,"457"
"5160","2013-2014","DRUGS & ALCOHOL OFFENSE",7,"516"
"5320","2013-2014","TRESPASSING",0,"532"
"5420","2013-2014","MORALS OFFENSES",4,"542"
"5420","2013-2014","TAKE OFF",0,"542"
"5470","2013-2014","BOMB SCARE",0,"547"
"1200","2013-2014","VANDALISM",5,"120"
"1260","2013-2014","BULLYING",0,"126"
"1410","2013-2014","TAKE OFF",0,"141"
"2240","2013-2014","MORALS OFFENSES",1,"224"
"4140","2013-2014","TRESPASSING",2,"414"
"4240","2013-2014","DISORDERLY CONDUCT",3,"424"
"4280","2013-2014","BULLYING",0,"428"
"4280","2013-2014","SUICIDE",0,"428"
"4370","2013-2014","BURGLARY",0,"437"
"4480","2013-2014","ROBBERY",0,"448"
"4570","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"457"
"5340","2013-2014","MORALS OFFENSES",0,"534"
"5350","2013-2014","TRESPASSING",0,"535"
"5430","2013-2014","WEAPONS",0,"543"
"6250","2013-2014","BOMB SCARE",0,"625"
"6260","2013-2014","FIRE - INCENDIARY",0,"626"
"2290","2013-2014","THEFT",4,"229"
"2320","2013-2014","BURGLARY",0,"232"
"2490","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"249"
"2510","2013-2014","TAKE OFF",0,"251"
"2590","2013-2014","MORALS OFFENSES",1,"259"
"2650","2013-2014","THEFT",2,"265"
"2020","2013-2014","TAKE OFF",0,"202"
"6270","2013-2014","WEAPONS",3,"627"
"6310","2013-2014","HARASSMENT",0,"631"
"6360","2013-2014","HARASSMENT",0,"636"
"6480","2013-2014","TAKE OFF",0,"648"
"7220","2013-2014","ROBBERY",1,"722"
"7280","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"728"
"7280","2013-2014","SUICIDE",0,"728"
"7310","2013-2014","VANDALISM",0,"731"
"7390","2013-2014","ASSAULTS",9,"739"
"7440","2013-2014","WEAPONS",3,"744"
"7510","2013-2014","BOMB SCARE",0,"751"
"8010","2013-2014","DRUGS & ALCOHOL OFFENSE",5,"801"
"8020","2013-2014","BULLYING",0,"802"
"2000","2013-2014","BOMB SCARE",0,"200"
"2010","2013-2014","ROBBERY",2,"201"
"2010","2013-2014","THEFT",6,"201"
"2190","2013-2014","WEAPONS",1,"219"
"2240","2013-2014","WEAPONS",1,"224"
"2260","2013-2014","TRESPASSING",1,"226"
"2390","2013-2014","FIRE - INCENDIARY",1,"239"
"2450","2013-2014","MORALS OFFENSES",0,"245"
"2650","2013-2014","TAKE OFF",0,"265"
"2690","2013-2014","MORALS OFFENSES",0,"269"
"8040","2013-2014","WEAPONS",1,"804"
"8250","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"825"
"8270","2013-2014","TRESPASSING",0,"827"
"8440","2013-2014","BURGLARY",0,"844"
"5560","2013-2014","TAKE OFF",0,"556"
"5600","2013-2014","HARASSMENT",1,"560"
"5600","2013-2014","TAKE OFF",0,"560"
"6030","2013-2014","TRESPASSING",0,"603"
"6030","2013-2014","WEAPONS",11,"603"
"6100","2013-2014","ROBBERY",0,"610"
"6100","2013-2014","TRESPASSING",0,"610"
"6200","2013-2014","VANDALISM",0,"620"
"6220","2013-2014","BOMB SCARE",0,"622"
"6230","2013-2014","HARASSMENT",0,"623"
"6250","2013-2014","ASSAULTS",1,"625"
"6270","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"627"
"6350","2013-2014","MORALS OFFENSES",4,"635"
"6350","2013-2014","THEFT",2,"635"
"6410","2013-2014","THEFT",1,"641"
"6440","2013-2014","FIRE - INCENDIARY",0,"644"
"6460","2013-2014","ASSAULTS",0,"646"
"7120","2013-2014","BOMB SCARE",0,"712"
"2140","2013-2014","MORALS OFFENSES",0,"214"
"2160","2013-2014","ROBBERY",1,"216"
"2160","2013-2014","SUICIDE",0,"216"
"2190","2013-2014","MORALS OFFENSES",0,"219"
"2290","2013-2014","BURGLARY",0,"229"
"2510","2013-2014","FIRE - INCENDIARY",0,"251"
"2670","2013-2014","VANDALISM",1,"267"
"5510","2013-2014","SUICIDE",0,"551"
"5550","2013-2014","BOMB SCARE",0,"555"
"5590","2013-2014","THREATS",3,"559"
"5680","2013-2014","HARASSMENT",2,"568"
"6020","2013-2014","FIRE - INCENDIARY",0,"602"
"6060","2013-2014","TAKE OFF",0,"606"
"6100","2013-2014","TAKE OFF",0,"610"
"6200","2013-2014","TAKE OFF",0,"620"
"6260","2013-2014","TRESPASSING",0,"626"
"6270","2013-2014","TAKE OFF",0,"627"
"6320","2013-2014","TAKE OFF",0,"632"
"7100","2013-2014","VANDALISM",3,"710"
"8020","2013-2014","BOMB SCARE",0,"802"
"4100","2013-2014","TAKE OFF",0,"410"
"4240","2013-2014","HARASSMENT",0,"424"
"4300","2013-2014","FIRE - INCENDIARY",2,"430"
"8160","2013-2014","SUICIDE",0,"816"
"8300","2013-2014","ASSAULTS",6,"830"
"8300","2013-2014","VANDALISM",7,"830"
"8370","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"837"
"8390","2013-2014","MORALS OFFENSES",2,"839"
"8420","2013-2014","ROBBERY",0,"842"
"7260","2013-2014","ROBBERY",0,"726"
"2320","2013-2014","FIRE - INCENDIARY",0,"232"
"2470","2013-2014","ASSAULTS",2,"247"
"2580","2013-2014","ASSAULTS",1,"258"
"2640","2013-2014","BOMB SCARE",0,"264"
"2640","2013-2014","SUICIDE",1,"264"
"2670","2013-2014","TAKE OFF",0,"267"
"1490","2013-2014","ROBBERY",0,"149"
"7330","2013-2014","TAKE OFF",0,"733"
"7350","2013-2014","TRESPASSING",1,"735"
"7390","2013-2014","SUICIDE",0,"739"
"7490","2013-2014","SUICIDE",0,"749"
"7730","2013-2014","TAKE OFF",0,"773"
"8020","2013-2014","THREATS",11,"802"
"8030","2013-2014","BOMB SCARE",0,"803"
"8030","2013-2014","TAKE OFF",0,"803"
"8120","2013-2014","FIRE - INCENDIARY",0,"812"
"8240","2013-2014","FIRE - INCENDIARY",0,"824"
"8310","2013-2014","DISORDERLY CONDUCT",5,"831"
"8320","2013-2014","BOMB SCARE",0,"832"
"8340","2013-2014","MORALS OFFENSES",0,"834"
"5520","2013-2014","VANDALISM",1,"552"
"5550","2013-2014","BULLYING",0,"555"
"6060","2013-2014","TRESPASSING",2,"606"
"6200","2013-2014","FIRE - INCENDIARY",1,"620"
"6200","2013-2014","MORALS OFFENSES",0,"620"
"6210","2013-2014","THEFT",0,"621"
"6220","2013-2014","TRESPASSING",0,"622"
"6230","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"623"
"6250","2013-2014","THEFT",1,"625"
"6440","2013-2014","WEAPONS",1,"644"
"7110","2013-2014","BOMB SCARE",0,"711"
"7110","2013-2014","MORALS OFFENSES",7,"711"
"7120","2013-2014","TRESPASSING",16,"712"
"7310","2013-2014","BULLYING",0,"731"
"7310","2013-2014","THREATS",3,"731"
"7330","2013-2014","THEFT",1,"733"
"7380","2013-2014","BOMB SCARE",0,"738"
"7440","2013-2014","THEFT",1,"744"
"7460","2013-2014","BULLYING",0,"746"
"7460","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"746"
"7500","2013-2014","DISORDERLY CONDUCT",1,"750"
"8010","2013-2014","ASSAULTS",29,"801"
"8090","2013-2014","HARASSMENT",0,"809"
"8090","2013-2014","WEAPONS",2,"809"
"8120","2013-2014","MORALS OFFENSES",0,"812"
"8180","2013-2014","ROBBERY",0,"818"
"8210","2013-2014","FIRE - INCENDIARY",0,"821"
"8230","2013-2014","BOMB SCARE",0,"823"
"8230","2013-2014","DISORDERLY CONDUCT",4,"823"
"8320","2013-2014","VANDALISM",2,"832"
"8340","2013-2014","FIRE - INCENDIARY",0,"834"
"8340","2013-2014","TRESPASSING",0,"834"
"8360","2013-2014","MORALS OFFENSES",0,"836"
"8380","2013-2014","ROBBERY",0,"838"
"8380","2013-2014","TRESPASSING",0,"838"
"8390","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"839"
"4470","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"447"
"4480","2013-2014","HARASSMENT",0,"448"
"5050","2013-2014","THREATS",1,"505"
"5060","2013-2014","VANDALISM",12,"506"
"5150","2013-2014","THEFT",1,"515"
"5160","2013-2014","BULLYING",0,"516"
"5170","2013-2014","ROBBERY",0,"517"
"5200","2013-2014","ROBBERY",0,"520"
"5250","2013-2014","HARASSMENT",0,"525"
"5300","2013-2014","DISORDERLY CONDUCT",9,"530"
"5480","2013-2014","MORALS OFFENSES",0,"548"
"5500","2013-2014","ASSAULTS",5,"550"
"5500","2013-2014","HARASSMENT",0,"550"
"5510","2013-2014","DISORDERLY CONDUCT",11,"551"
"5600","2013-2014","BURGLARY",0,"560"
"5680","2013-2014","TAKE OFF",0,"568"
"1020","2013-2014","DISORDERLY CONDUCT",19,"102"
"1230","2013-2014","SUICIDE",1,"123"
"1370","2013-2014","HARASSMENT",0,"137"
"5160","2013-2014","BOMB SCARE",0,"516"
"5160","2013-2014","DISORDERLY CONDUCT",31,"516"
"5200","2013-2014","ASSAULTS",7,"520"
"5200","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"520"
"5300","2013-2014","ROBBERY",0,"530"
"5320","2013-2014","VANDALISM",0,"532"
"5340","2013-2014","VANDALISM",1,"534"
"5350","2013-2014","DISORDERLY CONDUCT",12,"535"
"5420","2013-2014","HARASSMENT",3,"542"
"5500","2013-2014","BURGLARY",0,"550"
"5550","2013-2014","HARASSMENT",0,"555"
"5560","2013-2014","FIRE - INCENDIARY",0,"556"
"6010","2013-2014","HARASSMENT",0,"601"
"6100","2013-2014","THEFT",0,"610"
"6200","2013-2014","TRESPASSING",0,"620"
"5300","2013-2014","WEAPONS",0,"530"
"4020","2013-2014","BOMB SCARE",0,"402"
"1010","2013-2014","MORALS OFFENSES",4,"101"
"1030","2013-2014","THREATS",5,"103"
"1050","2013-2014","BOMB SCARE",0,"105"
"1190","2013-2014","BOMB SCARE",0,"119"
"1250","2013-2014","BOMB SCARE",0,"125"
"1260","2013-2014","TRESPASSING",0,"126"
"1420","2013-2014","BURGLARY",0,"142"
"1420","2013-2014","DISORDERLY CONDUCT",4,"142"
"1470","2013-2014","ASSAULTS",7,"147"
"1490","2013-2014","THEFT",2,"149"
"1580","2013-2014","BURGLARY",0,"158"
"5470","2013-2014","ASSAULTS",9,"547"
"5510","2013-2014","ROBBERY",1,"551"
"5520","2013-2014","BOMB SCARE",0,"552"
"6040","2013-2014","BOMB SCARE",0,"604"
"6040","2013-2014","VANDALISM",4,"604"
"6050","2013-2014","VANDALISM",0,"605"
"6100","2013-2014","FIRE - INCENDIARY",0,"610"
"6200","2013-2014","BURGLARY",0,"620"
"6210","2013-2014","ROBBERY",0,"621"
"6210","2013-2014","SUICIDE",0,"621"
"6230","2013-2014","VANDALISM",1,"623"
"6300","2013-2014","BULLYING",0,"630"
"6390","2013-2014","WEAPONS",1,"639"
"7300","2013-2014","VANDALISM",9,"730"
"1580","2013-2014","MORALS OFFENSES",0,"158"
"2090","2013-2014","BOMB SCARE",0,"209"
"2160","2013-2014","HARASSMENT",1,"216"
"2210","2013-2014","MORALS OFFENSES",0,"221"
"2260","2013-2014","DISORDERLY CONDUCT",15,"226"
"2290","2013-2014","TRESPASSING",0,"229"
"2470","2013-2014","TRESPASSING",0,"247"
"2580","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"258"
"2620","2013-2014","WEAPONS",0,"262"
"2630","2013-2014","VANDALISM",0,"263"
"7330","2013-2014","HARASSMENT",0,"733"
"7350","2013-2014","THEFT",0,"735"
"7400","2013-2014","BOMB SCARE",0,"740"
"7440","2013-2014","VANDALISM",1,"744"
"7470","2013-2014","BOMB SCARE",0,"747"
"7500","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"750"
"8040","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"804"
"8180","2013-2014","THREATS",1,"818"
"8210","2013-2014","DISORDERLY CONDUCT",10,"821"
"8410","2013-2014","ROBBERY",0,"841"
"2690","2013-2014","DISORDERLY CONDUCT",2,"269"
"7430","2013-2014","HARASSMENT",0,"743"
"7440","2013-2014","FIRE - INCENDIARY",1,"744"
"7490","2013-2014","THEFT",1,"749"
"7500","2013-2014","FIRE - INCENDIARY",0,"750"
"7530","2013-2014","BURGLARY",1,"753"
"8010","2013-2014","BOMB SCARE",0,"801"
"8010","2013-2014","TRESPASSING",3,"801"
"8030","2013-2014","THEFT",20,"803"
"8090","2013-2014","ROBBERY",0,"809"
"8140","2013-2014","BURGLARY",1,"814"
"8180","2013-2014","FIRE - INCENDIARY",0,"818"
"8250","2013-2014","DISORDERLY CONDUCT",6,"825"
"8300","2013-2014","HARASSMENT",0,"830"
"8300","2013-2014","TAKE OFF",0,"830"
"8360","2013-2014","ROBBERY",0,"836"
"8370","2013-2014","THEFT",0,"837"
"8440","2013-2014","WEAPONS",0,"844"
"7220","2013-2014","THEFT",2,"722"
"1080","2013-2014","BULLYING",0,"108"
"1080","2013-2014","HARASSMENT",0,"108"
"1190","2013-2014","THREATS",0,"119"
"1290","2013-2014","WEAPONS",1,"129"
"1300","2013-2014","BURGLARY",0,"130"
"1350","2013-2014","MORALS OFFENSES",0,"135"
"1370","2013-2014","BURGLARY",2,"137"
"1390","2013-2014","MORALS OFFENSES",0,"139"
"1390","2013-2014","TRESPASSING",0,"139"
"1410","2013-2014","BOMB SCARE",0,"141"
"1410","2013-2014","BURGLARY",1,"141"
"1470","2013-2014","FIRE - INCENDIARY",0,"147"
"6430","2013-2014","THEFT",1,"643"
"6440","2013-2014","VANDALISM",0,"644"
"6460","2013-2014","TAKE OFF",0,"646"
"7110","2013-2014","BURGLARY",0,"711"
"7200","2013-2014","BULLYING",0,"720"
"7280","2013-2014","VANDALISM",2,"728"
"7360","2013-2014","SUICIDE",0,"736"
"7390","2013-2014","TAKE OFF",0,"739"
"7490","2013-2014","TRESPASSING",0,"749"
"8140","2013-2014","HARASSMENT",0,"814"
"8200","2013-2014","HARASSMENT",1,"820"
"8210","2013-2014","BURGLARY",0,"821"
"8240","2013-2014","MORALS OFFENSES",0,"824"
"2210","2013-2014","VANDALISM",3,"221"
"2290","2013-2014","WEAPONS",3,"229"
"2340","2013-2014","ASSAULTS",0,"234"
"2340","2013-2014","MORALS OFFENSES",0,"234"
"2370","2013-2014","HARASSMENT",1,"237"
"2390","2013-2014","BULLYING",0,"239"
"2390","2013-2014","DISORDERLY CONDUCT",38,"239"
"2470","2013-2014","TAKE OFF",0,"247"
"2510","2013-2014","WEAPONS",2,"251"
"2540","2013-2014","TRESPASSING",0,"254"
"2580","2013-2014","BULLYING",0,"258"
"2650","2013-2014","BULLYING",0,"265"
"2670","2013-2014","MORALS OFFENSES",0,"267"
"2630","2013-2014","BULLYING",0,"263"
"6450","2013-2014","WEAPONS",0,"645"
"7150","2013-2014","HARASSMENT",0,"715"
"7270","2013-2014","HARASSMENT",0,"727"
"7350","2013-2014","VANDALISM",3,"735"
"7380","2013-2014","SUICIDE",0,"738"
"7380","2013-2014","THEFT",1,"738"
"7390","2013-2014","FIRE - INCENDIARY",0,"739"
"7440","2013-2014","BULLYING",0,"744"
"7440","2013-2014","HARASSMENT",0,"744"
"7440","2013-2014","SUICIDE",1,"744"
"7490","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"749"
"7500","2013-2014","SUICIDE",0,"750"
"7530","2013-2014","ROBBERY",0,"753"
"8030","2013-2014","THREATS",15,"803"
"8090","2013-2014","THREATS",6,"809"
"8160","2013-2014","TRESPASSING",0,"816"
"8180","2013-2014","THEFT",0,"818"
"8240","2013-2014","SUICIDE",0,"824"
"8260","2013-2014","THREATS",2,"826"
"8300","2013-2014","THEFT",0,"830"
"8360","2013-2014","THREATS",0,"836"
"8370","2013-2014","TRESPASSING",0,"837"
"8410","2013-2014","SUICIDE",0,"841"
"8440","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"844"
"8560","2013-2014","DISORDERLY CONDUCT",1,"856"
"4030","2013-2014","MORALS OFFENSES",1,"403"
"4220","2013-2014","TAKE OFF",0,"422"
"4350","2013-2014","TRESPASSING",3,"435"
"4440","2013-2014","HARASSMENT",0,"444"
"4470","2013-2014","BURGLARY",0,"447"
"2380","2013-2014","VANDALISM",1,"238"
"2480","2013-2014","BURGLARY",0,"248"
"2490","2013-2014","SUICIDE",0,"249"
"2580","2013-2014","FIRE - INCENDIARY",0,"258"
"2580","2013-2014","ROBBERY",0,"258"
"2620","2013-2014","BURGLARY",0,"262"
"2650","2013-2014","BURGLARY",0,"265"
"8350","2013-2014","BOMB SCARE",0,"835"
"8370","2013-2014","TAKE OFF",0,"837"
"8410","2013-2014","HARASSMENT",0,"841"
"8420","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"842"
"8560","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"856"
"1010","2013-2014","WEAPONS",10,"101"
"1020","2013-2014","WEAPONS",4,"102"
"1030","2013-2014","SUICIDE",0,"103"
"1250","2013-2014","SUICIDE",0,"125"
"1330","2013-2014","TRESPASSING",0,"133"
"1360","2013-2014","THEFT",0,"136"
"1460","2013-2014","BULLYING",0,"146"
"4030","2013-2014","BOMB SCARE",1,"403"
"4030","2013-2014","TRESPASSING",0,"403"
"4240","2013-2014","MORALS OFFENSES",1,"424"
"4440","2013-2014","DISORDERLY CONDUCT",13,"444"
"4440","2013-2014","THREATS",2,"444"
"4460","2013-2014","DISORDERLY CONDUCT",9,"446"
"4470","2013-2014","SUICIDE",1,"447"
"5070","2013-2014","VANDALISM",2,"507"
"4140","2013-2014","BURGLARY",0,"414"
"4140","2013-2014","DISORDERLY CONDUCT",17,"414"
"4220","2013-2014","WEAPONS",0,"422"
"4270","2013-2014","DISORDERLY CONDUCT",2,"427"
"4320","2013-2014","WEAPONS",2,"432"
"4380","2013-2014","BURGLARY",0,"438"
"4380","2013-2014","MORALS OFFENSES",1,"438"
"5020","2013-2014","THEFT",4,"502"
"5070","2013-2014","BOMB SCARE",0,"507"
"5080","2013-2014","BOMB SCARE",0,"508"
"5080","2013-2014","DISORDERLY CONDUCT",4,"508"
"5330","2013-2014","THREATS",2,"533"
"5350","2013-2014","FIRE - INCENDIARY",0,"535"
"5400","2013-2014","HARASSMENT",1,"540"
"5090","2013-2014","THREATS",0,"509"
"5150","2013-2014","DISORDERLY CONDUCT",3,"515"
"5150","2013-2014","HARASSMENT",0,"515"
"5170","2013-2014","HARASSMENT",1,"517"
"5170","2013-2014","THEFT",1,"517"
"5210","2013-2014","SUICIDE",0,"521"
"5410","2013-2014","ASSAULTS",0,"541"
"5420","2013-2014","VANDALISM",2,"542"
"5600","2013-2014","TRESPASSING",0,"560"
"6020","2013-2014","SUICIDE",0,"602"
"6020","2013-2014","WEAPONS",0,"602"
"6030","2013-2014","HARASSMENT",1,"603"
"6050","2013-2014","ASSAULTS",1,"605"
"6090","2013-2014","ROBBERY",1,"609"
"4020","2013-2014","DISORDERLY CONDUCT",28,"402"
"4030","2013-2014","DISORDERLY CONDUCT",4,"403"
"4270","2013-2014","WEAPONS",0,"427"
"4440","2013-2014","ROBBERY",1,"444"
"4440","2013-2014","VANDALISM",4,"444"
"4470","2013-2014","THREATS",1,"447"
"4470","2013-2014","VANDALISM",0,"447"
"4570","2013-2014","BURGLARY",0,"457"
"1010","2013-2014","BULLYING",0,"101"
"1030","2013-2014","VANDALISM",11,"103"
"1080","2013-2014","TRESPASSING",0,"108"
"1190","2013-2014","SUICIDE",0,"119"
"1200","2013-2014","DISORDERLY CONDUCT",15,"120"
"1340","2013-2014","DISORDERLY CONDUCT",20,"134"
"1340","2013-2014","MORALS OFFENSES",1,"134"
"1380","2013-2014","THEFT",1,"138"
"1410","2013-2014","MORALS OFFENSES",2,"141"
"4020","2013-2014","DRUGS & ALCOHOL OFFENSE",16,"402"
"4030","2013-2014","FIRE - INCENDIARY",0,"403"
"4060","2013-2014","THREATS",3,"406"
"4560","2013-2014","BULLYING",0,"456"
"4560","2013-2014","HARASSMENT",0,"456"
"5150","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"515"
"5160","2013-2014","SUICIDE",1,"516"
"5200","2013-2014","HARASSMENT",0,"520"
"5230","2013-2014","BURGLARY",1,"523"
"5230","2013-2014","HARASSMENT",1,"523"
"1490","2013-2014","TRESPASSING",0,"149"
"2090","2013-2014","FIRE - INCENDIARY",0,"209"
"2210","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"221"
"2240","2013-2014","DISORDERLY CONDUCT",11,"224"
"2260","2013-2014","MORALS OFFENSES",0,"226"
"2380","2013-2014","THEFT",1,"238"
"2390","2013-2014","BOMB SCARE",1,"239"
"2410","2013-2014","VANDALISM",0,"241"
"2450","2013-2014","TRESPASSING",0,"245"
"2540","2013-2014","THREATS",0,"254"
"2590","2013-2014","ASSAULTS",2,"259"
"6010","2013-2014","DISORDERLY CONDUCT",1,"601"
"6260","2013-2014","THREATS",0,"626"
"6320","2013-2014","THEFT",1,"632"
"6410","2013-2014","TRESPASSING",0,"641"
"6430","2013-2014","VANDALISM",0,"643"
"6460","2013-2014","WEAPONS",1,"646"
"6480","2013-2014","FIRE - INCENDIARY",0,"648"
"7110","2013-2014","ROBBERY",5,"711"
"7220","2013-2014","BOMB SCARE",0,"722"
"7270","2013-2014","MORALS OFFENSES",1,"727"
"5050","2013-2014","MORALS OFFENSES",0,"505"
"5080","2013-2014","TAKE OFF",0,"508"
"5350","2013-2014","BOMB SCARE",0,"535"
"5390","2013-2014","ASSAULTS",4,"539"
"5400","2013-2014","SUICIDE",0,"540"
"5450","2013-2014","TAKE OFF",0,"545"
"5490","2013-2014","VANDALISM",0,"549"
"5500","2013-2014","WEAPONS",1,"550"
"6010","2013-2014","BULLYING",0,"601"
"6040","2013-2014","SUICIDE",0,"604"
"6090","2013-2014","DRUGS & ALCOHOL OFFENSE",2,"609"
"6220","2013-2014","HARASSMENT",0,"622"
"1060","2013-2014","SUICIDE",0,"106"
"1230","2013-2014","BURGLARY",0,"123"
"1290","2013-2014","BOMB SCARE",0,"129"
"1340","2013-2014","THEFT",8,"134"
"1380","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"138"
"1400","2013-2014","DISORDERLY CONDUCT",0,"140"
"1470","2013-2014","TAKE OFF",0,"147"
"2090","2013-2014","DISORDERLY CONDUCT",0,"209"
"2140","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"214"
"2190","2013-2014","THEFT",2,"219"
"6250","2013-2014","ROBBERY",0,"625"
"6270","2013-2014","BOMB SCARE",0,"627"
"6310","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"631"
"6320","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"632"
"6390","2013-2014","DISORDERLY CONDUCT",2,"639"
"6450","2013-2014","BOMB SCARE",0,"645"
"7200","2013-2014","TAKE OFF",0,"720"
"7220","2013-2014","THREATS",2,"722"
"7270","2013-2014","VANDALISM",0,"727"
"7300","2013-2014","ASSAULTS",8,"730"
"7370","2013-2014","FIRE - INCENDIARY",0,"737"
"7430","2013-2014","ROBBERY",0,"743"
"1080","2013-2014","WEAPONS",0,"108"
"1250","2013-2014","VANDALISM",0,"125"
"1390","2013-2014","WEAPONS",1,"139"
"1440","2013-2014","MORALS OFFENSES",4,"144"
"1460","2013-2014","BOMB SCARE",0,"146"
"4060","2013-2014","MORALS OFFENSES",1,"406"
"4140","2013-2014","ROBBERY",2,"414"
"4300","2013-2014","DISORDERLY CONDUCT",33,"430"
"4320","2013-2014","THEFT",2,"432"
"5350","2013-2014","SUICIDE",0,"535"
"5400","2013-2014","WEAPONS",1,"540"
"1100","2013-2014","HARASSMENT",0,"110"
"1230","2013-2014","FIRE - INCENDIARY",0,"123"
"1280","2013-2014","BURGLARY",0,"128"
"1460","2013-2014","ASSAULTS",4,"146"
"2210","2013-2014","WEAPONS",0,"221"
"4240","2013-2014","BULLYING",0,"424"
"4370","2013-2014","FIRE - INCENDIARY",0,"437"
"4530","2013-2014","DRUGS & ALCOHOL OFFENSE",0,"453"
"4570","2013-2014","HARASSMENT",0,"457"
"5050","2013-2014","VANDALISM",0,"505"
"5080","2013-2014","SUICIDE",0,"508"
"5090","2013-2014","BULLYING",0,"509"
"5090","2013-2014","BURGLARY",0,"509"
"5230","2013-2014","THREATS",2,"523"
"5260","2013-2014","MORALS OFFENSES",1,"526"
"5320","2013-2014","DISORDERLY CONDUCT",9,"532"
"5350","2013-2014","BULLYING",0,"535"
"5400","2013-2014","DISORDERLY CONDUCT",15,"540"
"5410","2013-2014","BURGLARY",0,"541"
"5430","2013-2014","TRESPASSING",0,"543"
"5440","2013-2014","THEFT",1,"544"
"2390","2013-2014","MORALS OFFENSES",1,"239"
"2480","2013-2014","DISORDERLY CONDUCT",9,"248"
"2510","2013-2014","SUICIDE",0,"251"
"2670","2013-2014","WEAPONS",5,"267"
"6300","2013-2014","VANDALISM",0,"630"
"6310","2013-2014","WEAPONS",0,"631"
"6320","2013-2014","ROBBERY",0,"632"
"6350","2013-2014","SUICIDE",0,"635"
"6390","2013-2014","FIRE - INCENDIARY",0,"639"
"6390","2013-2014","TAKE OFF",0,"639"
"7100","2013-2014","HARASSMENT",0,"710"
"7120","2013-2014","TAKE OFF",0,"712"
"7120","2013-2014","THREATS",21,"712"
"7290","2013-2014","DISORDERLY CONDUCT",11,"729"
"7290","2013-2014","SUICIDE",1,"729"
"7310","2013-2014","DISORDERLY CONDUCT",10,"731"
"7320","2013-2014","HARASSMENT",0,"732"
"7320","2013-2014","TAKE OFF",0,"732"
"7350","2013-2014","ASSAULTS",1,"735"
"7380","2013-2014","ASSAULTS",0,"738"
"7440","2013-2014","BURGLARY",0,"744"
"7730","2013-2014","FIRE - INCENDIARY",0,"773"
"8010","2013-2014","TAKE OFF",0,"801"
"8030","2013-2014","DRUGS & ALCOHOL OFFENSE",17,"803"
"2000","2013-2014","ROBBERY",1,"200"
"2130","2013-2014","TRESPASSING",0,"213"
"2240","2013-2014","DRUGS & ALCOHOL OFFENSE",1,"224"
"2260","2013-2014","BURGLARY",0,"226"
"2290","2013-2014","BOMB SCARE",0,"229"
"2540","2013-2014","MORALS OFFENSES",0,"254"
"2630","2013-2014","BOMB SCARE",0,"263"
"2670","2013-2014","BURGLARY",0,"267"
"2670","2013-2014","SUICIDE",1,"267"
"2720","2013-2014","BURGLARY",1,"272"
"2720","2013-2014","THEFT",4,"272"
"8120","2013-2014","ASSAULTS",13,"812"
"8120","2013-2014","THREATS",0,"812"
"8140","2013-2014","ROBBERY",1,"814"
"8300","2013-2014","FIRE - INCENDIARY",1,"830"
"8310","2013-2014","THEFT",1,"831"
"8400","2013-2014","ROBBERY",0,"840"
"8420","2013-2014","HARASSMENT",0,"842"
"5590","2013-2014","TAKE OFF",0,"559"
"5680","2013-2014","BURGLARY",2,"568"
"6100","2013-2014","SUICIDE",0,"610"
"6230","2013-2014","BURGLARY",0,"623"
"6230","2013-2014","MORALS OFFENSES",0,"623"
"6340","2013-2014","THREATS",2,"634"
"6350","2013-2014","DISORDERLY CONDUCT",12,"635"
"6390","2013-2014","SUICIDE",0,"639"
"6430","2013-2014","BURGLARY",1,"643"
"7100","2013-2014","ROBBERY",0,"710"
"7150","2013-2014","BULLYING",0,"715"
"5500","2013-2014","BULLYING",0,"550"
"2240","2013-2014","TRESPASSING",0,"224"
"2370","2013-2014","MORALS OFFENSES",3,"237"
